"Kategori","Pesan","BERT_Score","ROUGE_L"
"spam","INFO RESMI: SIM Card Anda terpilih mendapatkan Bonus Poin Plus-Plus 555 dari PT.INDOSAT! PIN Anda: 277fg49. Verifikasi di www.indosat-555.blogspot.com atau Hub: 021-3338-0074.",0.8412635326385498,0.7333333333333333
"spam","INFO RESMI: Simcard Anda menerima bonus poin 555 dari PT.INDOSAT, pin Anda: 277fg49. Verifikasi di www.indosat-555.blogspot.com atau Hubungi: 021-3338-0074.",0.8648110628128052,0.7142857142857142
"spam","Tingkatkan isi ulang minimal Rp10ribu untuk mendapatkan Paket MURAH PAS di *100*999#. Info 188.",0.9476680159568787,0.8823529411764706
"spam","Tingkatkan nilai isi ulang Anda Rp10 Juta minimal untuk mendapatkan Paket MURAH PAS di *100*999#; Info 188.",0.9261367321014404,0.8648648648648649
"spam","INFO RESMI: Uang Anda di Transfer ke BNI, No. REK. 0253 7915 37. Tekankan SMS ke no. 085293355598 jika sudah di Transfer.",0.7535864114761353,0.41666666666666663
"spam","INFO RESMI: Uang Anda diTransfer ke BNI No. REK. 0253 7915 37. Jika sudah diTransfer, SMSkan ke no. 085293355598. Terima kasih.",0.7457112073898315,0.3404255319148936
"spam","INFO RESMI: No. Simcard Anda terpilih sebagai pemenang hadiah cek Rp 35 Juta! Cek detail di link www.id-tricare2016.blogspot.com.",0.7708602547645569,0.5217391304347826
"spam","INFO RESMI: No Simcard Anda terpilih untuk hadiah cek sebesar Rp 35 Juta! Pin: 7Y7R8K9Z, info keik: www.id-tricare2016.blogspot.com",0.8576903939247131,0.6956521739130435
"spam","INFO RESMI: RUDI, jambi, berbagi pengalaman, tips, dan jaringan kemenangan Togel, kontak mbah ROS 082325557768.",0.7511447668075562,0.3
"spam","Saya RUDI, saya kalah Togel sebelumnya, kini saya beruntung dengan mendapat 50jt di 4D.",0.6963284015655518,0.25641025641025644
"spam","INFO RESMI: Anda berkesempatan rai bonus pulsa 10rb utk nelp ke nmr Tri! Isi pulsa min. 5rb, Hanya hari ini!",0.7921656370162964,0.43999999999999995
"spam","INFO RESMI: Dapatkan bonus pulsa 10rb dengan isi pulsa min. 5rb untuk berbagi ke nomor Tri! Hanya hari ini!",0.7179179191589355,0.44897959183673464
"spam","INFO RESMI: Mengenai Uang kontrakan, Harap hubungi Bpk Suyono, 0821-2737-773.",0.7163467407226562,0.32432432432432434
